2.02991 0.029
2.0501 0.028
2.05011 0.027125
2.05011 0.0263594
2.05011 0.0256895
2.05011 0.0251033
2.06923 0.0269654
2.07076 0.0260947
2.07077 0.0253329
2.07077 0.0246662
2.07077 0.024083
2.07077 0.0235726
2.07077 0.023126
2.07077 0.0227353
2.07077 0.0223934
2.08837 0.0243442
2.08887 0.0236762
2.0899 0.0232166
2.09251 0.0230646
2.09252 0.0229315
2.09252 0.0228151
2.09252 0.0227132
2.09252 0.022624
2.09252 0.022546
2.09252 0.0224778
2.09252 0.022418
2.09252 0.0223658
2.09252 0.0223201
2.09253 0.0222801
2.09253 0.022245
2.09253 0.0222144
2.09253 0.0221876
2.09253 0.0221642
2.10751 0.0240186
2.10814 0.0235163
2.10814 0.0230768
2.10815 0.0226922
2.10903 0.0224807
2.10949 0.0221706
2.11165 0.0221492
2.11347 0.0220056
2.11347 0.0218799
2.11347 0.0217699
2.11348 0.0216737
2.11348 0.0215895
2.11348 0.0215158
2.11348 0.0214513
2.11348 0.0213949
2.11348 0.0213455
2.11348 0.0213023
2.11348 0.0212645
2.11349 0.0212315
2.11349 0.0212025
2.11349 0.0211772
2.11349 0.0211551
2.11349 0.0211357
2.11349 0.0211187
2.11349 0.0211039
2.11349 0.0210909
2.1135 0.0210795
2.1135 0.0210696
2.1135 0.0210609
2.1135 0.0210533
2.1135 0.0210466
2.1135 0.0210408
2.1135 0.0210357
2.1135 0.0210312
2.1135 0.0210273
2.11351 0.0210239
2.13658 0.0238959
2.13658 0.0245339
2.13658 0.0250922
2.13658 0.0254557
2.13658 0.0257737
2.13658 0.026052
2.13659 0.0262955
2.13659 0.0265086
2.13659 0.026695
2.13659 0.0267331
2.13659 0.0267665
2.13659 0.0267957
2.13659 0.0268212
2.13659 0.0265936
2.1366 0.0263944
2.1366 0.0259701
2.1366 0.0255988
2.1366 0.025274
2.1366 0.0249897
2.1366 0.024741
2.1366 0.0245234
2.1366 0.0243329
2.1366 0.0241663
2.13661 0.0240205
2.13661 0.023893
2.13661 0.0237813
2.13661 0.0236837
2.13661 0.0235982
2.13661 0.0235234
2.13661 0.023458
2.13661 0.0234008
2.13662 0.0233507
2.13662 0.0233068
2.13662 0.0232685
2.13662 0.0232349
2.13662 0.0232056
2.13662 0.0231799
2.13662 0.0231574
2.13662 0.0231377
2.13662 0.0231205
2.13663 0.0231054
2.13663 0.0230922
2.1378 0.0232057
2.1378 0.023305
2.1378 0.0233919
2.1378 0.0234679
2.1378 0.0235344
2.1378 0.0235926
2.1378 0.0236435
2.1378 0.0236881
2.1378 0.0237271
2.13781 0.0237612
2.13781 0.023791
2.13781 0.0238172
2.13781 0.02384
2.13781 0.02386
2.13781 0.0238775
2.13781 0.0238928
2.13781 0.0239062
2.13782 0.0239179
2.13782 0.0239282
2.13782 0.0239372
2.13782 0.023945
2.13996 0.0242019
2.13996 0.0244267
2.13996 0.0246233
2.13996 0.0247954
2.13996 0.024946
2.13996 0.0250777
2.13997 0.025193
2.13997 0.0252939
2.13997 0.0253822
2.1636 0.0284594
2.16361 0.028277
2.16361 0.0281173
2.16361 0.0279777
2.16361 0.0278555
2.16361 0.0277485
2.16361 0.027655
2.16361 0.0275731
2.16361 0.0275015
2.16362 0.0274388
2.16362 0.0273839
2.16362 0.0273359
2.16362 0.0272939
2.16362 0.0272572
2.16362 0.0272251
2.16362 0.0271969
2.16362 0.0271723
2.16362 0.0271508
2.16363 0.0271319
2.16363 0.0271154
2.16363 0.027101
2.16363 0.0270884
2.16363 0.0270773
2.16363 0.0270677
2.16363 0.0270592
2.16363 0.0270518
2.16364 0.0270453
2.16364 0.0270397
2.16364 0.0270347
2.16364 0.0270304
2.16364 0.0270266
2.16364 0.0270232
2.16364 0.0270203
2.16364 0.0270178
2.16364 0.0270156
2.16365 0.0270136
2.16365 0.0270119
2.16365 0.0270104
2.16365 0.0270091
2.16365 0.027008
2.16365 0.027007
2.16365 0.0270061
2.16365 0.0270053
2.16366 0.0270047
2.16366 0.0270041
2.16366 0.0270036
2.16366 0.0270031
2.16366 0.0270027
2.16366 0.0270024
2.16366 0.0270021
2.16366 0.0270018
2.16366 0.0270016
2.16367 0.0270014
2.16367 0.0270012
2.16367 0.0270011
2.16367 0.0270009
2.16367 0.0270008
2.16367 0.0270007
2.16367 0.0270006
2.16367 0.0270006
2.16368 0.0270005
2.16368 0.0270004
2.16368 0.0270004
2.16483 0.0271253
2.16483 0.0272347
2.16483 0.0273303
2.16483 0.027414
2.16484 0.0274873
2.16484 0.0275514
2.16484 0.0276074
2.16484 0.0276565
2.16484 0.0276995
2.16484 0.027737
2.16484 0.0277699
2.16484 0.0277987
2.16484 0.0278238
2.16485 0.0278458
2.16485 0.0278651
2.16485 0.027882
2.16485 0.0278967
2.16485 0.0279096
2.16485 0.0279209
2.16485 0.0279308
2.16486 0.0279395
2.166 0.028197
2.166 0.0282974
2.166 0.0283852
2.16601 0.0284621
2.16601 0.0285293
2.16601 0.0285881
2.16601 0.0286396
2.16601 0.0286847
2.16601 0.0287241
2.16601 0.0287586
2.16601 0.0287888
2.16602 0.0288152
2.16602 0.0288383
2.16602 0.0288585
2.16602 0.0288762
2.16602 0.0288916
2.16602 0.0289052
2.16602 0.028917
2.16602 0.0289274
2.16602 0.0289365
2.16603 0.0289444
2.16915 0.0293264
2.16915 0.0296606
2.16915 0.029953
2.16915 0.0302089
2.16915 0.0304328
2.16915 0.0306287
2.16915 0.0308001
2.16916 0.0309501
2.16916 0.0310813
2.16916 0.0311961
2.16916 0.0312966
2.16916 0.0313846
2.16916 0.0314615
2.16916 0.0315288
2.16916 0.0315877
2.16917 0.0316392
2.16917 0.0316843
2.16917 0.0317238
2.16917 0.0317583
2.16917 0.0317885
2.16917 0.031815
2.16917 0.0318381
2.16917 0.0316083
2.16917 0.0314073
2.16918 0.0312314
2.16918 0.0310775
2.16918 0.0309428
2.16918 0.0308249
2.16918 0.0307218
2.16918 0.0306316
2.16918 0.0305526
2.16918 0.0304836
2.16919 0.0304231
2.16919 0.0303702
2.16919 0.0303239
2.16919 0.0302834
2.16919 0.030248
2.1692 0.030217
2.1692 0.0301899
2.21069 0.0352912
2.2107 0.0367548
2.2107 0.0380354
2.2107 0.039156
2.2107 0.0401365
2.2107 0.0409944
2.2107 0.0417451
2.2107 0.042402
2.2107 0.0429767
2.21071 0.0434796
2.21071 0.0439197
2.21071 0.0443047
